<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Gold.Coin.9712,20181128,3870000.00,3890000.00,3800000.00,3845628.00,31841798050,8280,333,D,3946956.00,3800000.00
Gold.Coin.9712,20181127,3950000.00,3975000.00,3910000.00,3946956.00,33351775180,8450,297,D,4009564.00,3956000.00
Gold.Coin.9712,20181126,4085000.00,4085000.00,3972001.00,4009564.00,48636016820,12130,425,D,4059045.00,3990000.00
Gold.Coin.9712,20181124,4035000.00,4129000.00,4020000.00,4059045.00,35354280700,8710,322,D,4230937.00,4100002.00
Gold.Coin.9712,20181121,4255000.00,4257000.00,4215004.00,4230937.00,18573813210,4390,187,D,4258671.00,4238000.00
Gold.Coin.9712,20181120,4295000.00,4295000.00,4235001.00,4258671.00,15544149350,3650,144,D,4234281.00,4269000.00
Gold.Coin.9712,20181119,4292000.00,4292000.00,4172100.00,4234281.00,40733788990,9620,337,D,4286091.00,4220000.00
Gold.Coin.9712,20181118,4286091.00,4286091.00,4286091.00,4286091.00,20358932250,4750,59,D,4081992.00,4286091.00
Gold.Coin.9712,20181117,3950959.00,4199000.00,3950959.00,4081992.00,63679070710,15600,510,D,4158905.00,4182000.00
Gold.Coin.9712,20181114,4278000.00,4278000.00,4135340.00,4158905.00,66334537450,15950,482,D,4352985.00,4142000.00
Gold.Coin.9712,20181113,4406001.00,4410000.00,4330000.00,4352985.00,29643829850,6810,286,D,4419980.00,4330007.00
Gold.Coin.9712,20181112,4365500.00,4469900.00,4365500.00,4419980.00,32707855390,7400,293,D,4443462.00,4459000.00
Gold.Coin.9712,20181111,4440000.00,4499970.00,4360002.00,4443462.00,58564827320,13180,380,D,4565317.00,4455002.00
Gold.Coin.9712,20181110,4610000.00,4645000.00,4530000.00,4565317.00,48803240980,10690,354,D,4686471.00,4568000.00
Gold.Coin.9712,20181106,4698776.00,4730000.00,4640000.00,4686471.00,30930712510,6600,252,D,4727041.00,4700000.00
Gold.Coin.9712,20181105,4760000.00,4799990.00,4692000.00,4727041.00,50910237270,10770,377,D,4657384.00,4708002.00
Gold.Coin.9712,20181104,4640000.00,4700000.00,4602000.00,4657384.00,49042251480,10530,334,D,4657811.00,4690000.00
Gold.Coin.9712,20181103,4657811.00,4657811.00,4657811.00,4657811.00,4750967220,1020,22,D,4902959.00,4657811.00
Gold.Coin.9712,20181031,4932505.00,4932505.00,4855000.00,4902959.00,115121488210,23480,608,D,4697624.00,4885010.00
Gold.Coin.9712,20181029,4670002.00,4747000.00,4661000.00,4697624.00,63981648390,13620,412,D,4581225.00,4689999.00
Gold.Coin.9712,20181028,4566000.00,4655000.00,4510000.00,4581225.00,37199545290,8120,303,D,4435635.00,4588000.00
Gold.Coin.9712,20181027,4317001.00,4499991.00,4317001.00,4435635.00,80639849900,18180,428,D,4297451.00,4499991.00
Gold.Coin.9712,20181024,4299999.00,4325000.00,4265001.00,4297451.00,47744686740,11110,276,D,4299707.00,4309000.00
Gold.Coin.9712,20181023,4350000.00,4350000.00,4270000.00,4299707.00,30699909990,7140,294,D,4349160.00,4315000.00
Gold.Coin.9712,20181022,4301501.00,4390000.00,4301501.00,4349160.00,55451791600,12750,333,D,4216519.00,4365000.00
Gold.Coin.9712,20181021,4220011.00,4250000.00,4196000.00,4216519.00,23064360800,5470,247,D,4232755.00,4228000.00
Gold.Coin.9712,20181020,4300000.00,4300000.00,4201001.00,4232755.00,46687285450,11030,371,D,4408036.00,4220000.00
Gold.Coin.9712,20181017,4310000.00,4450000.00,4310000.00,4408036.00,18601914400,4220,205,D,4396404.00,4400000.00
Gold.Coin.9712,20181016,4415000.00,4450000.00,4330000.00,4396404.00,32225641880,7330,251,D,4281602.00,4385000.00
Gold.Coin.9712,20181015,4210005.00,4343999.00,4210005.00,4281602.00,30185294210,7050,283,D,4211316.00,4296500.00
Gold.Coin.9712,20181014,4341009.00,4341009.00,4205003.00,4211316.00,42792597940,10160,290,D,4389215.00,4210000.00
Gold.Coin.9712,20181013,4450000.00,4557956.00,4341009.00,4389215.00,63555836880,14480,361,D,4569484.00,4364000.00
Gold.Coin.9712,20181010,4573139.00,4573139.00,4450000.00,4569484.00,206038039530,45090,537,D,4355371.00,4531000.00
Gold.Coin.9712,20181009,4355371.00,4355371.00,4355371.00,4355371.00,4529585840,1040,10,D,4147972.00,4355371.00
Gold.Coin.9712,20181008,4147972.00,4147972.00,4147972.00,4147972.00,2073986000,500,8,D,3950450.00,4147972.00
Gold.Coin.9712,20181007,3950450.00,3950450.00,3950450.00,3950450.00,10587206000,2680,35,D,4158369.00,3950450.00
Gold.Coin.9712,20181006,4158369.00,4158369.00,4158369.00,4158369.00,2952441990,710,33,D,4377230.00,4158369.00
Gold.Coin.9712,20181003,4490000.00,4490000.00,4250000.00,4377230.00,55984770450,12790,472,D,4470081.00,4335000.00
Gold.Coin.9712,20181002,4469444.00,4560000.00,4469444.00,4470081.00,168700862980,37740,251,D,4704678.00,4469444.00
Gold.Coin.9712,20181001,4800001.00,4821001.00,4672372.00,4704678.00,154736867970,32890,619,D,4918287.00,4672372.00
Gold.Coin.9712,20180930,5000000.00,5000000.00,4906970.00,4918287.00,60249017710,12250,354,D,5165232.00,4906970.00
Gold.Coin.9712,20180929,5090000.00,5399999.00,5090000.00,5165232.00,134141079900,25970,732,D,5297372.00,5105000.00
Gold.Coin.9712,20180926,5297372.00,5297372.00,5297372.00,5297372.00,31254494800,5900,106,D,5045116.00,5297372.00
Gold.Coin.9712,20180925,5000000.00,5123000.00,4950002.00,5045116.00,35820324600,7100,340,D,4977974.00,5030000.00
Gold.Coin.9712,20180924,4977981.00,4977981.00,4970000.00,4977974.00,60133930520,12080,290,D,4740935.00,4977981.00
Gold.Coin.9712,20180923,4767000.00,4796000.00,4680000.00,4740935.00,31195354910,6580,259,D,4754341.00,4796000.00
Gold.Coin.9712,20180922,4800000.00,4800000.00,4700000.00,4754341.00,34326343830,7220,243,D,4754008.00,4700001.00
Gold.Coin.9712,20180918,4660000.00,4807998.00,4660000.00,4754008.00,69741295430,14670,359,D,4653177.00,4750000.00
Gold.Coin.9712,20180917,4720000.00,4720000.00,4600012.00,4653177.00,28151721770,6050,226,D,4666592.00,4665000.00
Gold.Coin.9712,20180916,4615100.00,4671521.00,4615100.00,4666592.00,47925903510,10270,290,D,4449068.00,4656000.00
Gold.Coin.9712,20180915,4410500.00,4495000.00,4360000.00,4449068.00,41954715790,9430,237,D,4402773.00,4490000.00
Gold.Coin.9712,20180912,4435555.00,4454000.00,4375000.00,4402773.00,34958020390,7940,341,D,4536867.00,4406000.00
Gold.Coin.9712,20180911,4597300.00,4597300.00,4400000.00,4536867.00,49996273190,11020,385,D,4378381.00,4476012.00
Gold.Coin.9712,20180910,4378382.00,4378382.00,4378300.00,4378381.00,20753529440,4740,64,D,4169888.00,4378382.00
Gold.Coin.9712,20180909,4000000.00,4398000.00,3999999.00,4169888.00,66384625590,15920,639,D,4758295.00,4232000.00
Gold.Coin.9712,20180908,4758295.00,4758295.00,4758295.00,4758295.00,237914750,50,4,D,4806359.00,4758295.00
Gold.Coin.9712,20180905,4819051.00,4819051.00,4723625.00,4806359.00,122706346660,25530,373,D,4771338.00,4723625.00
Gold.Coin.9712,20180904,4771338.00,4771338.00,4771338.00,4771338.00,60261998940,12630,73,D,4724098.00,4771338.00
Gold.Coin.9712,20180903,4724098.00,4724098.00,4724098.00,4724098.00,47996835680,10160,135,D,4499141.00,4724098.00
Gold.Coin.9712,20180902,4499141.00,4499141.00,4499141.00,4499141.00,19481280530,4330,47,D,4284897.00,4499141.00
Gold.Coin.9712,20180901,4151213.00,4347000.00,4151213.00,4284897.00,56346393880,13150,435,D,4148067.00,4347000.00
Gold.Coin.9712,20180829,4230000.00,4230000.00,4100000.00,4148067.00,47702769640,11500,458,D,4232748.00,4175000.00
Gold.Coin.9712,20180828,4241079.00,4241079.00,4161000.00,4232748.00,52020470430,12290,371,D,4039123.00,4241079.00
Gold.Coin.9712,20180827,3990000.00,4090000.00,3990000.00,4039123.00,37604236080,9310,365,D,3923585.00,4070000.00
Gold.Coin.9712,20180826,3900001.00,3946327.00,3900000.00,3923585.00,30839379320,7860,303,D,3868948.00,3934444.00
Gold.Coin.9712,20180825,3850000.00,3895000.00,3847000.00,3868948.00,38457343330,9940,384,D,3957786.00,3870000.00
Gold.Coin.9712,20180821,3901000.00,3975000.00,3901000.00,3957786.00,31662289470,8000,391,D,3852539.00,3970000.00
Gold.Coin.9712,20180820,3830002.00,3869997.00,3830002.00,3852539.00,36367971940,9440,318,D,3756877.00,3865000.00
Gold.Coin.9712,20180819,3682011.00,3799788.00,3682011.00,3756877.00,50079175080,13330,447,D,3810330.00,3788000.00
Gold.Coin.9712,20180818,3820000.00,3830000.00,3790000.00,3810330.00,31435223050,8250,296,D,3859252.00,3805002.00
Gold.Coin.9712,20180815,3897000.00,3899000.00,3825000.00,3859252.00,54762782830,14190,539,D,3923882.00,3834000.00
Gold.Coin.9712,20180814,3950000.00,3962000.00,3875000.00,3923882.00,58505085340,14910,495,D,3773780.00,3962000.00
Gold.Coin.9712,20180813,3857000.00,3857000.00,3740000.00,3773780.00,56606705860,15000,517,D,3685102.00,3790000.00
Gold.Coin.9712,20180812,3708165.00,3708165.00,3602000.00,3685102.00,66110731040,17940,530,D,3531586.00,3708165.00
Gold.Coin.9712,20180811,3531586.00,3531586.00,3531586.00,3531586.00,3884744600,1100,12,D,3363416.00,3531586.00
Gold.Coin.9712,20180808,3300000.00,3470000.00,3260000.00,3363416.00,113582570780,33770,999,D,3322301.00,3450000.00
Gold.Coin.9712,20180807,3322301.00,3322301.00,3322301.00,3322301.00,15083246540,4540,115,D,3497159.00,3322301.00
Gold.Coin.9712,20180806,3497159.00,3497159.00,3497159.00,3497159.00,15387499600,4400,102,D,3681221.00,3497159.00
Gold.Coin.9712,20180805,3681031.00,3719000.00,3681031.00,3681221.00,65525733370,17800,433,D,3874770.00,3681031.00
Gold.Coin.9712,20180804,3965706.00,3965706.00,3814198.00,3874770.00,65948584790,17020,486,D,4014946.00,3814198.00
Gold.Coin.9712,20180801,4075000.00,4130000.00,3925000.00,4014946.00,79335327260,19760,770,D,4026333.00,3925001.00
Gold.Coin.9712,20180731,4178241.00,4178241.00,3788888.00,4026333.00,109153902710,27110,1051,D,3979277.00,3835000.00
Gold.Coin.9712,20180730,3979277.00,3979277.00,3979277.00,3979277.00,1273368640,320,9,D,3789788.00,3979277.00
Gold.Coin.9712,20180729,3789788.00,3789788.00,3789788.00,3789788.00,833753360,220,4,D,3609322.00,3789788.00
Gold.Coin.9712,20180728,3580000.00,3651675.00,3501000.00,3609322.00,39088961570,10830,419,D,3477786.00,3651675.00
Gold.Coin.9712,20180725,3545000.00,3545000.00,3410004.00,3477786.00,53523127210,15390,589,D,3461959.00,3415000.00
Gold.Coin.9712,20180724,3468000.00,3531803.00,3372000.00,3461959.00,100846864080,29130,615,D,3363622.00,3531803.00
Gold.Coin.9712,20180723,3364801.00,3364801.00,3325101.00,3363622.00,85335081190,25370,267,D,3204573.00,3364801.00
Gold.Coin.9712,20180722,3204573.00,3204573.00,3204573.00,3204573.00,28328425320,8840,173,D,3051975.00,3204573.00
Gold.Coin.9712,20180721,3051975.00,3051975.00,3051975.00,3051975.00,5859792000,1920,43,D,2906643.00,3051975.00
Gold.Coin.9712,20180718,2897996.00,2932998.00,2871114.00,2906643.00,22962476770,7900,337,D,2846092.00,2898501.00
Gold.Coin.9712,20180717,2839000.00,2885000.00,2800000.00,2846092.00,14344302550,5040,268,D,2808608.00,2850000.00
Gold.Coin.9712,20180716,2830000.00,2834788.00,2783500.00,2808608.00,15026051200,5350,290,D,2916715.00,2809999.00
Gold.Coin.9712,20180715,2900000.00,2916861.00,2900000.00,2916715.00,57021789860,19550,233,D,2777963.00,2916861.00
Gold.Coin.9712,20180714,2725000.00,2814999.00,2725000.00,2777963.00,24168276950,8700,356,D,2689854.00,2814999.00
Gold.Coin.9712,20180711,2749999.00,2749999.00,2678860.00,2689854.00,30045668510,11170,342,D,2819852.00,2680000.00
Gold.Coin.9712,20180710,2849985.00,2849985.00,2808044.00,2819852.00,16693522400,5920,246,D,2889130.00,2816901.00
Gold.Coin.9712,20180708,2895999.00,2910000.00,2871001.00,2889130.00,15976889490,5530,240,D,2855016.00,2890006.00
Gold.Coin.9712,20180707,2899499.00,2899499.00,2840000.00,2855016.00,40055880030,14030,444,D,2915550.00,2867000.00
Gold.Coin.9712,20180704,2968999.00,2968999.00,2892000.00,2915550.00,20787869950,7130,208,D,2984269.00,2928000.00
Gold.Coin.9712,20180703,2980000.00,2999999.00,2969999.00,2984269.00,44376082770,14870,414,D,3000627.00,2993000.00
Gold.Coin.9712,20180702,2987016.00,3019800.00,2976002.00,3000627.00,43479080490,14490,423,D,2931664.00,3010000.00
Gold.Coin.9712,20180701,2920000.00,2960000.00,2919000.00,2931664.00,37613248650,12830,349,D,2922602.00,2935000.00
Gold.Coin.9712,20180630,2952101.00,2967999.00,2851000.00,2922602.00,43517547600,14890,485,D,2871416.00,2885601.00
Gold.Coin.9712,20180627,2960000.00,2960000.00,2850002.00,2871416.00,34284709820,11940,270,D,2981542.00,2857000.00
Gold.Coin.9712,20180626,3050000.00,3050000.00,2930000.00,2981542.00,45945560020,15410,457,D,2963794.00,2973980.00
Gold.Coin.9712,20180625,2850000.00,3094990.00,2850000.00,2963794.00,47331792190,15970,449,D,2828149.00,3050000.00
Gold.Coin.9712,20180624,2910000.00,2950000.00,2777999.00,2828149.00,84844463320,30000,664,D,2766778.00,2930000.00
Gold.Coin.9712,20180623,2660000.00,2789462.00,2660000.00,2766778.00,42470043850,15350,491,D,2535875.00,2765000.00
Gold.Coin.9712,20180620,2540000.00,2548000.00,2527100.00,2535875.00,42577351170,16790,272,D,2516885.00,2543000.00
Gold.Coin.9712,20180619,2541999.00,2541999.00,2506000.00,2516885.00,51143114260,20320,286,D,2518706.00,2530000.00
Gold.Coin.9712,20180618,2530000.00,2548000.00,2485000.00,2518706.00,33851408480,13440,442,D,2346478.00,2496000.00
Gold.Coin.9712,20180617,2329725.00,2400000.00,2329724.00,2346478.00,61149216900,26060,410,D,2588582.00,2393000.00
Gold.Coin.9712,20180613,2573000.00,2640000.00,2510001.00,2588582.00,59071440440,22820,691,D,2537705.00,2515000.00
Gold.Coin.9712,20180612,2487000.00,2598999.00,2487000.00,2537705.00,37050494550,14600,535,D,2446863.00,2554000.00
Gold.Coin.9712,20180611,2480000.00,2482000.00,2373104.00,2446863.00,79058153510,32310,638,D,2372154.00,2482000.00
Gold.Coin.9712,20180610,2307497.00,2429998.00,2307497.00,2372154.00,63431405900,26740,751,D,2257070.00,2410000.00
Gold.Coin.9712,20180609,2200000.00,2288969.00,2200000.00,2257070.00,50829218340,22520,505,D,2154249.00,2271000.00
Gold.Coin.9712,20180603,2148998.00,2164000.00,2140000.00,2154249.00,32313738090,15000,210,D,2138216.00,2160000.00
Gold.Coin.9712,20180602,2144000.00,2150000.00,2121000.00,2138216.00,31089669370,14540,340,D,2153922.00,2144000.00
Gold.Coin.9712,20180530,2145000.00,2184000.00,2130000.00,2153922.00,45016969200,20900,532,D,2112726.00,2140000.00
Gold.Coin.9712,20180529,2070010.00,2133000.00,2070010.00,2112726.00,74114444660,35080,430,D,2054779.00,2120600.00
Gold.Coin.9712,20180528,2045000.00,2075000.00,2041005.00,2054779.00,22890240390,11140,269,D,2039985.00,2066000.00
Gold.Coin.9712,20180527,2033000.00,2047000.00,2030000.00,2039985.00,13831101180,6780,157,D,2031261.00,2042000.00
Gold.Coin.9712,20180526,2049998.00,2049998.00,2020001.00,2031261.00,55047173360,27100,198,D,2019605.00,2025900.00
Gold.Coin.9712,20180523,2000210.00,2039500.00,2000210.00,2019605.00,13046650180,6460,186,D,2011477.00,2024000.00
Gold.Coin.9712,20180522,1969000.00,2045000.00,1965000.00,2011477.00,34738213530,17270,298,D,1988039.00,2022000.00
Gold.Coin.9712,20180521,1965000.00,2032000.00,1961000.00,1988039.00,14711487390,7400,225,D,1946538.00,2030000.00
Gold.Coin.9712,20180520,1942000.00,1957000.00,1934000.00,1946538.00,23514178610,12080,173,D,1978763.00,1957000.00
Gold.Coin.9712,20180519,1980002.00,1996990.00,1967000.00,1978763.00,11753853920,5940,164,D,1965000.00,1967000.00
Gold.Coin.9712,20180516,1927999.00,1990000.00,1925000.00,1965000.00,19257000340,9800,184,D,1923337.00,1955500.00
Gold.Coin.9712,20180515,1932000.00,1960000.00,1896500.00,1923337.00,9462816970,4920,210,D,1934373.00,1935000.00
Gold.Coin.9712,20180514,1998000.00,2000000.00,1900001.00,1934373.00,28029067630,14490,386,D,2033368.00,1950000.00
Gold.Coin.9712,20180513,2060002.00,2095000.00,1995000.00,2033368.00,14985922490,7370,304,D,2096816.00,1998600.00
Gold.Coin.9712,20180512,2102000.00,2147000.00,2025200.00,2096816.00,20213302550,9640,343,D,2112964.00,2055000.00
Gold.Coin.9712,20180509,2138046.00,2138046.00,2000020.00,2112964.00,24108915050,11410,295,D,1943679.00,2070000.00
Gold.Coin.9712,20180508,1918300.00,2030000.00,1852000.00,1943679.00,15044079440,7740,355,D,1970121.00,1954895.00
Gold.Coin.9712,20180507,1970001.00,2018000.00,1903870.00,1970121.00,13318018590,6760,210,D,2115411.00,1918700.00
Gold.Coin.9712,20180506,2100000.00,2188000.00,1945500.00,2115411.00,24031075580,11360,353,D,1989845.00,2000000.00
Gold.Coin.9712,20180505,1930000.00,2063097.00,1930000.00,1989845.00,53128853850,26700,309,D,1875543.00,2062000.00
Gold.Coin.9712,20180501,1860000.00,1899000.00,1845000.00,1875543.00,6489380000,3460,112,D,1846948.00,1876000.00
Gold.Coin.9712,20180430,1844000.00,1860500.00,1830000.00,1846948.00,4561960930,2470,75,D,1804733.00,1855000.00
Gold.Coin.9712,20180429,1781000.00,1821000.00,1781000.00,1804733.00,3104141020,1720,72,D,1773231.00,1821000.00
Gold.Coin.9712,20180428,1768000.00,1793000.00,1768000.00,1773231.00,3475531950,1960,52,D,1751921.00,1780000.00
Gold.Coin.9712,20180425,1779998.00,1780000.00,1740000.00,1751921.00,7358066680,4200,82,D,1778797.00,1745000.00
Gold.Coin.9712,20180424,1780000.00,1788000.00,1770000.00,1778797.00,3361926600,1890,64,D,1805929.00,1770000.00
Gold.Coin.9712,20180423,1810000.00,1835000.00,1772002.00,1805929.00,12352555630,6840,78,D,1829007.00,1794000.00
Gold.Coin.9712,20180422,1810002.00,1845000.00,1810000.00,1829007.00,2469160140,1350,52,D,1807674.00,1829500.00
Gold.Coin.9712,20180421,1811000.00,1829000.00,1790000.00,1807674.00,2295746030,1270,40,D,1811225.00,1816000.00
Gold.Coin.9712,20180418,1805000.00,1830000.00,1795000.00,1811225.00,2626277010,1450,56,D,1845838.00,1803000.00
Gold.Coin.9712,20180417,1865000.00,1873950.00,1815000.00,1845838.00,3451717560,1870,102,D,1793875.00,1815000.00
Gold.Coin.9712,20180416,1777000.00,1825000.00,1750000.00,1793875.00,6547643440,3650,106,D,1752196.00,1820000.00
Gold.Coin.9712,20180415,1790000.00,1790000.00,1700000.00,1752196.00,7464355140,4260,152,D,1690842.00,1760000.00
Gold.Coin.9712,20180411,1682000.00,1780000.00,1630000.00,1690842.00,6273022200,3710,152,D,1787447.00,1722000.00
Gold.Coin.9712,20180410,1820000.00,1850000.00,1735020.00,1787447.00,6828046030,3820,152,D,1915429.00,1785000.00
Gold.Coin.9712,20180409,1905000.00,1953000.00,1895000.00,1915429.00,70468621180,36790,151,D,1811456.00,1915000.00
Gold.Coin.9712,20180408,1775000.00,1865000.00,1775000.00,1811456.00,18929714960,10450,146,D,1760395.00,1865000.00
Gold.Coin.9712,20180407,1755000.00,1785000.00,1712000.00,1760395.00,32972205940,18730,111,D,1724988.00,1771000.00
Gold.Coin.9712,20180404,1725000.00,1733900.00,1705500.00,1724988.00,5813209140,3370,33,D,1710794.00,1731100.00
Gold.Coin.9712,20180403,1681000.00,1725000.00,1681000.00,1710794.00,2429327130,1420,34,D,1686512.00,1707500.00
Gold.Coin.9712,20180328,1690000.00,1700000.00,1671100.00,1686512.00,12345271070,7320,28,D,1692580.00,1695000.00
Gold.Coin.9712,20180327,1700000.00,1710000.00,1650007.00,1692580.00,2284983160,1350,27,D,1665338.00,1699000.00
Gold.Coin.9712,20180326,1630000.00,1685000.00,1630000.00,1665338.00,6944457850,4170,32,D,1616155.00,1685000.00
Gold.Coin.9712,20180325,1621000.00,1630000.00,1612000.00,1616155.00,10521170040,6510,31,D,1602436.00,1617000.00
Gold.Coin.9712,20180319,1620000.00,1620000.00,1595000.00,1602436.00,352536000,220,8,D,1614100.00,1619500.00
Gold.Coin.9712,20180318,1619900.00,1619999.00,1600000.00,1614100.00,129127990,80,8,D,1620518.00,1619999.00
Gold.Coin.9712,20180317,1640000.00,1640000.00,1600000.00,1620518.00,1474671850,910,19,D,1629394.00,1600000.00
Gold.Coin.9712,20180314,1620000.00,1645000.00,1619000.00,1629394.00,2867734000,1760,31,D,1596599.00,1645000.00
Gold.Coin.9712,20180313,1595000.00,1614000.00,1595000.00,1596599.00,5204913350,3260,13,D,1592595.00,1614000.00
Gold.Coin.9712,20180312,1595000.00,1605000.00,1590000.00,1592595.00,1337780000,840,19,D,1591750.00,1590600.00
Gold.Coin.9712,20180311,1587000.00,1597000.00,1587000.00,1591750.00,63670000,40,4,D,1593708.00,1597000.00
Gold.Coin.9712,20180310,1602000.00,1602000.00,1580000.00,1593708.00,191245000,120,8,D,1592709.00,1580000.00
Gold.Coin.9712,20180307,1570000.00,1600000.00,1570000.00,1592709.00,1258240000,790,8,D,1607329.00,1598000.00
Gold.Coin.9712,20180306,1605000.00,1608000.00,1595000.00,1607329.00,13517640000,8410,12,D,1607813.00,1595000.00
Gold.Coin.9712,20180305,1595000.00,1608000.00,1590000.00,1607813.00,24696005000,15360,14,D,1593627.00,1595000.00
Gold.Coin.9712,20180304,1575000.00,1595000.00,1575000.00,1593627.00,18103605000,11360,20,D,1563973.00,1580000.00
Gold.Coin.9712,20180303,1570000.00,1570000.00,1560000.00,1563973.00,1141700000,730,8,D,1545753.00,1566000.00
Gold.Coin.9712,20180228,1539000.00,1550000.00,1539000.00,1545753.00,2303171500,1490,21,D,1539506.00,1550000.00
Gold.Coin.9712,20180227,1539650.00,1539650.00,1539500.00,1539506.00,1601086000,1040,4,D,1538525.00,1539650.00
Gold.Coin.9712,20180226,1535000.00,1540999.00,1530000.00,1538525.00,5846396610,3800,12,D,1515879.00,1540999.00
Gold.Coin.9712,20180225,1522000.00,1530000.00,1500020.00,1515879.00,439604980,290,15,D,1514653.00,1528900.00
Gold.Coin.9712,20180224,1495000.00,1516999.00,1490000.00,1514653.00,2711229850,1790,13,D,1493911.00,1516999.00
